id,price,avg_bill,middle_avg_bill,middle_coffee_cup
097331acb1d44f26bac0bd60f30deb11,выше среднего,Средний счёт:1500 ₽,1500.0,
66fcbc9a37c046649c0b8636fe40584b,выше среднего,Средний счёт:от 1500 ₽,1500.0,
25daf5a6b38f4788999ff6dcb6e0193c,средние,Средний счёт:500–800 ₽,650.0,
0d917e4685a2414ea69166e5cb39ffc0,выше среднего,Средний счёт:от 1500 ₽,1500.0,
992693902c1c43dc8442e1964e211fb2,средние,Средний счёт:400 ₽,400.0,
a8661f6361f744cf816a74286bcf095f,средние,Средний счёт:250–400 ₽,325.0,
b9e0e6a227934104a58b278be361c167,средние,Средний счёт:300–600 ₽,450.0,
5b31162776e84bd190789df10df7e21f,средние,Средний счёт:350–500 ₽,425.0,
5a44680347564614b6037364605f773e,высокие,Средний счёт:2500 ₽,2500.0,
44339d5bccb24d32a0dbb48ab3f39e4e,выше среднего,Средний счёт:1200–1500 ₽,1350.0,
502d91289bc5470eabd77fd77cc79821,высокие,Средний счёт:от 0 ₽,0.0,
afa1f0d9ec3b45d9bdc8ad34f9f7c849,средние,Средний счёт:500–800 ₽,650.0,
a98808f06b7d41baa8c920dfcae54b3f,высокие,Средний счёт:1500–2000 ₽,1750.0,
5241d5e725774f5f916c821a6d4fb4e5,средние,Цена чашки капучино:200–220 ₽,,210.0
9e736da6e2064d43b15e36f79effb776,,Цена чашки капучино:90–100 ₽,,95.0
ef8879e18d344394a876135ffe461059,,Средний счёт:320–1500 ₽,910.0,
56f5f3dce4504a0ab49e30d1a07b3c0e,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
bd2f07c39ec94de8ad6ce2646c5565fa,выше среднего,Средний счёт:1500 ₽,1500.0,
e169905c85ed46a59544ddb2b509b00a,выше среднего,Средний счёт:800–1800 ₽,1300.0,
b5307a4e1ed2482ea8aaf965ae1d60db,высокие,Средний счёт:3500 ₽,3500.0,
18c409cd9a0443d39aae3356fba2b77f,высокие,Средний счёт:1500–2000 ₽,1750.0,
578849f27e8c4e71a365beab800f3ed8,высокие,,,
cab0cc4c94c14ca9ad3d28a370504a26,средние,Цена чашки капучино:80–150 ₽,,115.0
38a6c02ba45b446b89040ada9ad46ace,высокие,Средний счёт:1500–2500 ₽,2000.0,
e529f7a9ff194bbca242652cc469cd6e,выше среднего,Средний счёт:1200 ₽,1200.0,
9669eb0d7c204871819470a2f335b429,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
01785092779e4744b8c4bbed5f4077e3,средние,Цена чашки капучино:от 250 ₽,,250.0
2c5d715a21e44d1bb0376e14685ec649,выше среднего,Цена бокала пива:290–440 ₽,,
4ab399a7ef3f46bdaf904e7f99914447,высокие,Средний счёт:1500–2500 ₽,2000.0,
92d18061eada4ba989e891f097a6f07d,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
98e73b9d6b1f4a269d5fb20a69b7de61,высокие,Средний счёт:2000 ₽,2000.0,
d053dcc651a94f4f93af47d053647559,высокие,Средний счёт:1500–2500 ₽,2000.0,
950782994de7484794558493e670095c,высокие,Средний счёт:2500–5000 ₽,3750.0,
1a8a69d431ce46579fc6369a15ee9d65,средние,Цена чашки капучино:279–378 ₽,,328.0
0492338d442d4c558671f84da2b043cc,,Цена чашки капучино:90–100 ₽,,95.0
43b34f646f464178a983f3f960546173,средние,,,
cc3026e8d025409abf70668bc709068e,выше среднего,Средний счёт:1300 ₽,1300.0,
cec247dbeeeb407b886bd375443a03ef,средние,Средний счёт:450 ₽,450.0,
e69c4490680a4f8db54014e19be12ce2,,Цена чашки капучино:200–300 ₽,,250.0
5e061893a19e4a8791ddca7857c5aba7,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
cced4590cace4c45b6aea2aa8477a1ea,,Средний счёт:432 ₽,432.0,
2368675f685d4f8b80a9ea4ac4e746e3,высокие,,,
bf76e14dbb59464e843a4016d4418ff5,средние,Средний счёт:350 ₽,350.0,
783f7dd6f3ec42d6919d9dfa0694eed4,,Средний счёт:1000–1500 ₽,1250.0,
ee5d80fcd8e0422ebcd3428ec11dc4bc,высокие,Средний счёт:2400 ₽,2400.0,
c3ef76942bea4b748a2581dd943cbc84,,Цена чашки капучино:90–100 ₽,,95.0
db6e62f59fe44ba29f4878ceb73c4b83,выше среднего,,,
ef53df56b5314668b44f00cb70dd676b,выше среднего,,,
e14d64a4710b463da5a7c2940ea51a48,высокие,Средний счёт:2500 ₽,2500.0,
7cea07a69c51484b977a0b74efe3ef38,средние,Средний счёт:от 1000 ₽,1000.0,
2e35a68c1678483f825c3eb36d8f4032,низкие,Средний счёт:180–280 ₽,230.0,
4832ca52791f40f8add1c3b233cc79ec,средние,Средний счёт:от 350 ₽,350.0,
ce382fe1280a4a20a16918c62638e152,выше среднего,Цена бокала пива:300–600 ₽,,
34705bbf93384f09bb4472abe36013f8,высокие,,,
0b548655b96e450684e14ccd52f9b150,средние,Средний счёт:300–550 ₽,425.0,
bbff557cb4a343f1921be12d25443209,средние,,,
17e93d43c14a485b9c19f54260c4401b,высокие,Средний счёт:1500–2000 ₽,1750.0,
ffa78739618e4d83abb58323efa0082c,средние,Цена бокала пива:150–250 ₽,,
77ed39074f6e4eb28fdf476d8e283486,,Средний счёт:1000–1500 ₽,1250.0,
1c87b1029dde4454b0e75e2589d8643b,выше среднего,Средний счёт:1200–1500 ₽,1350.0,
a6f84c446fd14e678a6123bebd0d0a8b,средние,Средний счёт:700–1000 ₽,850.0,
ff4c035fd9254a0ca7ce63735d6d7743,средние,Средний счёт:500–800 ₽,650.0,
9d8b5ac4fd8a4965a0cde55bbe037292,высокие,Средний счёт:1500–3000 ₽,2250.0,
e4af9baec35143baac9237b0dba5a9f3,высокие,Средний счёт:1500–2000 ₽,1750.0,
1ad42bda3b26469cbe20e2fe01cc34f4,средние,Цена чашки капучино:от 250 ₽,,250.0
0783c718644f487187d855c65a9827c6,высокие,Средний счёт:2000 ₽,2000.0,
3a1e670e544e4838bd68531305e8f6c5,средние,Средний счёт:200–400 ₽,300.0,
0aebfb8f42204ab283d980e91d896c99,,Средний счёт:1000–1500 ₽,1250.0,
5b1e6bffeae5401c9376aad8bafac254,средние,Средний счёт:700–1000 ₽,850.0,
e4fa6a4cf77149ec8297ce88bec3dc9e,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
8dde5ae5a9c94829962aeb9c09a15d36,выше среднего,,,
90ca331d57f14c1da387e0f2aeed7f6b,высокие,Средний счёт:1500–2500 ₽,2000.0,
3ec74e74adf1410282203d862bf2ef79,высокие,Средний счёт:1500–2500 ₽,2000.0,
b3dfe9b931144f31b05987445204aefb,средние,,,
e8dd0940e86548dda3131e6c81737c33,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
b8f6193309af4a5bafde04b31949bef3,средние,Средний счёт:400–600 ₽,500.0,
0dda6689961f40b8b81758bc0eb49cc3,выше среднего,,,
87deb6ca839248b6baecddce3078fb82,средние,Цена чашки капучино:200–250 ₽,,225.0
a80e3306f24b4da3a2f4ec00ea365fd8,выше среднего,Средний счёт:500–2000 ₽,1250.0,
990a1edfda7b4627b898dd962d8e9e1c,высокие,Средний счёт:2000–2500 ₽,2250.0,
dd4d525c7c9b49c2a93815fac067e2a3,низкие,Средний счёт:80–300 ₽,190.0,
63d8626b8c7c42b285fd088ca96ca9f3,средние,Средний счёт:400 ₽,400.0,
8963e0cf79b14de2862172f196fb7180,выше среднего,Средний счёт:1400–1800 ₽,1600.0,
6094afb383754ab79903bb50901dcd71,средние,Средний счёт:250 ₽,250.0,
019f391d1acf41feb57d328a14ce436b,средние,Средний счёт:300 ₽,300.0,
2bcf83860e364cd1b026b0e88709da68,,Средний счёт:2100 ₽,2100.0,
902a19574c534e50a952ddfb2281939a,выше среднего,Цена бокала пива:220–390 ₽,,
a32ddaf8cf32482a8fcf642e3fb15ecd,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
e6104d6b1a6a44899315821f8406eff4,средние,Средний счёт:600–1000 ₽,800.0,
58b387b97d6b4ceaa0f3f09e15678755,средние,Средний счёт:700–1500 ₽,1100.0,
bf68db29f2d749f993cfda09e7a9727c,средние,Цена чашки капучино:150–200 ₽,,175.0
acc735e63519484f93928eb8dba12ee2,высокие,Средний счёт:1500–2000 ₽,1750.0,
8c030ed3961e44338e2dbdc47b5a30d1,,Цена чашки капучино:195–245 ₽,,220.0
5ad3930b1d5d4c8d9738bec2940db402,низкие,Цена чашки капучино:100–200 ₽,,150.0
66b81580f8164d5094ba6c53b06bd98a,средние,Средний счёт:650 ₽,650.0,
4f1e54f9395842099c4ba5ce4297d5e5,средние,Цена чашки капучино:239–274 ₽,,256.0
e20cee39997940308def3a5df2aaf29a,высокие,Средний счёт:1500–2000 ₽,1750.0,
e2467c7bb06e437baa722efa44a0ac90,средние,Средний счёт:800–1200 ₽,1000.0,
d5640575906b4befa51fa287c5b43e6a,выше среднего,Средний счёт:900–1400 ₽,1150.0,
2c3ef8ba5b144844be8028a7dd804131,,Средний счёт:190–290 ₽,240.0,
b515c9fc80714ee892d1174dd9a35da6,средние,Средний счёт:300–500 ₽,400.0,
fbf12b3a2edf4aa493e816c9193b2d17,,Средний счёт:от 250 ₽,250.0,
22495b5db0f743da841044f4de44c3c8,низкие,Средний счёт:250 ₽,250.0,
bf09c66bebf345d2979627d7c70df067,высокие,Средний счёт:1500–2000 ₽,1750.0,
3f4e381a9cc246cbaac0395602e4e2cc,,Средний счёт:350 ₽,350.0,
ccd255a25dd44fe98fee9c6d5452a2b7,средние,Средний счёт:250–450 ₽,350.0,
a830deab77774175a03f22636eb4450d,средние,,,
b50831b5da1f4f0eb25d2e5363d3918e,средние,Цена бокала пива:190–500 ₽,,
9bcfbd1bb521489d9673b8edd4dd5925,средние,Средний счёт:700–1000 ₽,850.0,
15248a6024054f739f88a2d49c1e2ee2,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
6132f8acda514816beedf1d9ef9482cf,высокие,Средний счёт:1500–2000 ₽,1750.0,
cd7998b110bb484b8d2c54aedb039490,средние,Средний счёт:500–1000 ₽,750.0,
81e2b024547c4c638203e3d5be49de3b,,Средний счёт:1500–3000 ₽,2250.0,
5a97d827dd7043edbabf9ca1a597288c,средние,Средний счёт:300–350 ₽,325.0,
bfb847ffd35344268e9e6b02132f8c9b,средние,Цена чашки капучино:239–274 ₽,,256.0
200ce6d21d7941249750cca15ad4941b,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
09d92c58aa904885b60209495114a106,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
f9a728ab2d184a5c8c97b30e0874a739,средние,Средний счёт:750–1000 ₽,875.0,
0bc8055116164dd7a442ed78321f9b49,выше среднего,,,
88f4647bc40145a3aabb98dc826db7d6,низкие,Цена чашки капучино:100–200 ₽,,150.0
f5cceb3c11ed4eee81a300122c4a4eeb,средние,Средний счёт:150–350 ₽,250.0,
7a75e98bdbf04c94a0d440a39cec5cde,,Цена чашки капучино:230–320 ₽,,275.0
ac199d91fb7c416db191e7ef6d3d53a0,низкие,Средний счёт:500–650 ₽,575.0,
7726ea38e19944bcbf33f8612cee7c60,высокие,Средний счёт:2000–2500 ₽,2250.0,
b208350a6bda4417a6a350a8988c2904,средние,Средний счёт:300 ₽,300.0,
8f84882c70464009bb46fe516ac2181a,средние,Средний счёт:500–1000 ₽,750.0,
8bc4b01e685b4db1852d7b827b6bc931,средние,Средний счёт:400–800 ₽,600.0,
cb824f4af3904608a7075a92ac1213f7,средние,Средний счёт:250–400 ₽,325.0,
6c61d26d240d492fa418f238ae1d9537,средние,Средний счёт:до 300 ₽,300.0,
2ecedb4825854554b5fc4241ae84647e,,Цена чашки капучино:90–100 ₽,,95.0
92a3e1009f6340e6848326dcd9645d69,низкие,,,
1c7d5daf0a454ac48a52291ce4cd9944,средние,Средний счёт:500–1500 ₽,1000.0,
e0d3ef45cf28453bbd48d3cf40687bc3,высокие,Средний счёт:1500–3500 ₽,2500.0,
a0213269248a42e6a6d254f96afda6a0,высокие,Средний счёт:4000–5000 ₽,4500.0,
a491cb08dcf740258a22af56225c35c9,высокие,Средний счёт:2000–2500 ₽,2250.0,
0f7f31a95ed4459fa5f8de9a7da7b8ad,высокие,Средний счёт:7000–7500 ₽,7250.0,
c8ea6534b91c44a3a426ad8b0933e3fc,высокие,Средний счёт:1500–2000 ₽,1750.0,
484931ed67354822ab72e4a751fdd777,выше среднего,,,
a459db7ea41f489598765905039389b0,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
bf136601f25a492abd046ff25d0be444,высокие,Средний счёт:2000–2500 ₽,2250.0,
28b7715045944031a6fa959fae00f227,средние,Средний счёт:до 1000 ₽,1000.0,
771d8281fcae4da29fc9393e60facec6,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
7883f878e23d4809b5f6bd7d2c894ada,средние,Средний счёт:700–1000 ₽,850.0,
64f2b855a7a94765bfaf7a3529eb6ff2,,Средний счёт:250–270 ₽,260.0,
0b4e9a88aa1a43b2a1e23da45df7b0d9,высокие,Средний счёт:1300–1600 ₽,1450.0,
ad7470a177e94f4ba94e7b81d5f7b704,выше среднего,Средний счёт:от 1500 ₽,1500.0,
06c5509dd8a74e8da650948168d51bac,средние,Средний счёт:400–800 ₽,600.0,
64533334b5654409b36dba983c107c8d,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
9ec21caf4e3a410d9bab4d3d4bff6138,высокие,Средний счёт:2500–3500 ₽,3000.0,
23ad2fd4b0a5494fb1dda67e84c977b6,средние,Средний счёт:от 300 ₽,300.0,
7a8ff856338b4e659ceb5547dccb798f,средние,Средний счёт:300–350 ₽,325.0,
d98e21acd12f492ebad3917071fe551e,высокие,Средний счёт:2000–2500 ₽,2250.0,
cac5d9c0d7424b35a38c1a4483927047,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
8e482e4c55da41828fe0d5fc60f84336,высокие,Средний счёт:1500–2500 ₽,2000.0,
1ac21fc3b4bc4661aeb5d30dbe360ac7,высокие,Средний счёт:1500–2000 ₽,1750.0,
f49dc2b9f8cf4c178864ea896d6502df,средние,Средний счёт:600–1000 ₽,800.0,
9810548ec1bf429daaad186fbbf9c21b,высокие,Средний счёт:1700–2500 ₽,2100.0,
706720eedc3e4200ad1ded78a023b11c,высокие,Средний счёт:6000 ₽,6000.0,
0e9be8f07a47442b84af5edd5269e4e4,высокие,Средний счёт:1500–2000 ₽,1750.0,
a1406a068f914b36855d436a06cc44cb,выше среднего,Средний счёт:1000–1300 ₽,1150.0,
86bc48cbba9943f3b9bc48c169f208b7,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
8f5439d8d5634121b210c253f196dda5,высокие,Средний счёт:от 2500 ₽,2500.0,
1a8270a4e01a4ac5bbc9204ca43368b0,средние,Средний счёт:400–500 ₽,450.0,
66e08cfea9d84e7b9c5244fb7e59737f,средние,Средний счёт:от 1000 ₽,1000.0,
5a5cc66e16f84029a501047efb961c38,средние,Средний счёт:500–1500 ₽,1000.0,
433f063aae70439887a24344fddaf0fb,выше среднего,Средний счёт:от 1500 ₽,1500.0,
a51109b3236c40be8c23a79f16fe1d58,высокие,Средний счёт:5000 ₽,5000.0,
e64e8de3fb4844a28e74eed427544967,высокие,Средний счёт:2000–3000 ₽,2500.0,
47d11c2c7fc1484f8bb6a10834eeb152,выше среднего,Средний счёт:от 1500 ₽,1500.0,
df0d4e2b458d4088bf3e3c3c111a98f4,,Средний счёт:от 2000 ₽,2000.0,
64f788d0a16d4379aba3c0ae427ad776,средние,Средний счёт:80–350 ₽,215.0,
5e6a2a2aef844234ae5a9708b85bfed6,высокие,Средний счёт:от 5000 ₽,5000.0,
f8d586c8d2c0495187cd8a5296140661,средние,Средний счёт:1000 ₽,1000.0,
6a8951e7137a4755be2a57cde89bdf53,,Средний счёт:1000–1200 ₽,1100.0,
c500b6bc0e714897a49c7c0d2f75f7c6,высокие,,,
6b62b1fb4b324daca49f6f8f38df40bc,,Средний счёт:от 600 ₽,600.0,
5de429e94d5d44b8be7a83b73aff8258,высокие,Средний счёт:1800–2000 ₽,1900.0,
0b1bf3ff8f6c41daad8af807acc52a30,высокие,Средний счёт:1500–2000 ₽,1750.0,
d439405a4fb645cc93032831c97f3e9c,выше среднего,Средний счёт:до 1500 ₽,1500.0,
b1c849f9b3ac41098843217cadfa978d,высокие,Средний счёт:2500–3000 ₽,2750.0,
dbcb4e3c9f1d4134903dde8c992ae855,выше среднего,Средний счёт:1500 ₽,1500.0,
c2ac505c62d342d19e845fe1a8d5f69d,средние,Средний счёт:1000–1200 ₽,1100.0,
8229b9ffe40a43ba9eca7cdc4bbd0274,средние,Средний счёт:400 ₽,400.0,
75be25e4251741fbadaf7bca61422fc1,средние,Средний счёт:1000–1100 ₽,1050.0,
279ee63ba7d94fe0b9eeb8da4cd62f9c,средние,Средний счёт:450 ₽,450.0,
cb93d40f861f41aea2376cba682d0a5b,средние,Средний счёт:от 1000 ₽,1000.0,
ed19b0c0797f4aaab11c03d95fcf969d,высокие,Средний счёт:2500–3500 ₽,3000.0,
c64d0b57faf74507aec1f89ed3d7a129,высокие,Средний счёт:3000 ₽,3000.0,
0c04df3f1c9c4730b132e3399480008c,высокие,Средний счёт:2500–3500 ₽,3000.0,
3fa64d0082cc4509b3b79f0c69618a20,средние,Средний счёт:300–500 ₽,400.0,
f432a4a84509414e865882cf1c5561e6,высокие,Средний счёт:2500 ₽,2500.0,
1c61fa24d40c43e5a8109d7a00884fb6,средние,Средний счёт:250–350 ₽,300.0,
23cfc17fc5ea439d9a21f21c9a677d17,высокие,Средний счёт:от 2000 ₽,2000.0,
89d3d2ee92aa4768b5612890045eb134,средние,Цена чашки капучино:200 ₽,,200.0
dd517147200c402689c9a0bbbde22561,выше среднего,Средний счёт:1500 ₽,1500.0,
ee4c9a84ef054e008f6162a97b161666,средние,Средний счёт:800–1200 ₽,1000.0,
89885cb64dd14b8389a5d6022d6215f5,высокие,Средний счёт:2500 ₽,2500.0,
2ac354db4bb943c5bb56e76b32d62d5d,средние,Средний счёт:1000 ₽,1000.0,
0c29feacd8c44fbfaf8abd9a96a2a1ea,высокие,Средний счёт:2000–5000 ₽,3500.0,
b1c79032cff54ddbbd1aa927bfe082e2,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
1d2f24a9bb1643c1bb46f7745fc8838f,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
8e22ca77b6f4455a9d11b676f9442ab1,высокие,Средний счёт:1200–2500 ₽,1850.0,
c9ffe07183ff4601bac5da83f590964b,средние,Средний счёт:300–600 ₽,450.0,
2efb43280b794238a9051252863a5ac8,высокие,Средний счёт:3000 ₽,3000.0,
503621d3158d4c828dbe113201b843fa,средние,Средний счёт:450 ₽,450.0,
446836a6c12f4e569088334c79df4d95,средние,Средний счёт:300–700 ₽,500.0,
f855369ae90a4ab583861bc1f25c1251,средние,Средний счёт:400–800 ₽,600.0,
269fc977074f41c59b00a336ce1abc97,средние,Средний счёт:400–600 ₽,500.0,
0e01ae0deea74029af40cb49500c4dd3,выше среднего,Средний счёт:1200–2000 ₽,1600.0,
421eb619f5c34612b61adf71f128ebf7,средние,Средний счёт:130–700 ₽,415.0,
72d312af7feb48e1a2da7750718bff4b,выше среднего,Средний счёт:до 1500 ₽,1500.0,
542007fe509f47299c72ec31bd13be30,средние,Средний счёт:700–1000 ₽,850.0,
6da506fd42884357ac86bf6bb6c7b940,высокие,Средний счёт:1500–2000 ₽,1750.0,
2bb7d6163f814de6b5a8817bdd78e0de,средние,Средний счёт:700–1500 ₽,1100.0,
07f7cb4c8dfc4fcca4d46cdbb5aa165b,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
2ba924946be94d7e97bc1e6c000ef02c,высокие,Средний счёт:3000–3500 ₽,3250.0,
5644af3affb4459d85ab19c54563404b,средние,Средний счёт:400–1000 ₽,700.0,
9d2a6ce66da644df807896d59fbc88af,высокие,Средний счёт:1500–2500 ₽,2000.0,
3bdae1259a6442e4b7840e43bdac86da,средние,Средний счёт:400–650 ₽,525.0,
5ab413c2c71b4e38b024cf2a542df9c8,средние,Средний счёт:от 1000 ₽,1000.0,
baece7716ffc447eace36130e9102c0d,высокие,Средний счёт:1500 ₽,1500.0,
6dd3900d1a29401a87e156495290ef14,высокие,Средний счёт:2000–2500 ₽,2250.0,
e371bcbe53ac4730bae1dc5eef189d50,средние,,,
1c2740c011e44a408e93b3ecdf35bc1e,,Цена чашки капучино:115–140 ₽,,127.0
d6f46cf9a6b144bab313a73840a0d597,выше среднего,Средний счёт:600–2000 ₽,1300.0,
3e6d05c360654540aaa3e957ba8ed5ca,выше среднего,Средний счёт:800–1800 ₽,1300.0,
965463d5b66f4e068dce1bcbe3f04d8b,средние,Средний счёт:600–700 ₽,650.0,
a8301a273194498a92d80c936f0e3020,средние,Средний счёт:350 ₽,350.0,
0126da526a2942f7b2350a6738f53b5e,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
d6cc69af66654793bbfcaf094923769e,,Средний счёт:от 600 ₽,600.0,
f22bcdde397346c086ca84af83f6c5cb,высокие,Средний счёт:1500–2500 ₽,2000.0,
7d3bbd220a4c42b4bc631c41fd1e28ad,средние,Средний счёт:300–500 ₽,400.0,
87e82131ec474465901728297352f8da,,Цена бокала пива:250–490 ₽,,
544dad47991d42fd9312f31d8f16b608,высокие,,,
87731352d5f34e558147370337b65ff3,высокие,Средний счёт:1500–2500 ₽,2000.0,
610182efb9974d4bae093545f65af827,средние,Средний счёт:500–1000 ₽,750.0,
352e6ede14134e8383cde6190317147b,выше среднего,Средний счёт:1500 ₽,1500.0,
d7f601057d084db4a497c845c7f1d68a,средние,Средний счёт:500–700 ₽,600.0,
031acc453a1049eda65c92110db5706c,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
a59607bc3bb045e2895706e291d51222,средние,Средний счёт:350–1000 ₽,675.0,
e2f5a2313ffd44cc9134a6dba5d02d7d,выше среднего,Средний счёт:1000–2000 ₽,1500.0,
0108dc0bbfe14d3384810e5d0ea06023,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
94c11fb6fd4d40d9b76b5838c83d9016,высокие,Средний счёт:от 1800 ₽,1800.0,
df88068aac77428ba7e511009aea0f39,высокие,Средний счёт:2000 ₽,2000.0,
bbe04372e11545c9882467a43afe8519,высокие,Средний счёт:2000 ₽,2000.0,
6a1ef46caf474cfcb53f35c3cab8777d,выше среднего,,,
ee46362422d346a49ac1636880b70ac8,средние,Средний счёт:250 ₽,250.0,
3390030726254e918134cf325d10d661,средние,Средний счёт:500–800 ₽,650.0,
a5dd2ab3ba664eb9a5a884fe03b84f11,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
874fcf19802642859dbe4a85b8a8e057,средние,Средний счёт:800–1200 ₽,1000.0,
68ac300085284cbc8d95f78fb63709c0,высокие,Средний счёт:2000–2500 ₽,2250.0,
c6d3b80ede314b81ae6491126b1e8f89,высокие,Средний счёт:3500–5000 ₽,4250.0,
0b267cb4eae2457785b272235f00bbd1,,Средний счёт:900–1500 ₽,1200.0,
13b4ea9052e44a3194135a254585c6ea,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
621cc85e18a446d2bd5f82c770132dd5,средние,Цена бокала пива:240–350 ₽,,
bf6edc190ac546ac8e2d2d627f0f5603,средние,Средний счёт:100–300 ₽,200.0,
f1571290f75a4cb79ed50aad60d02d7a,высокие,Средний счёт:3000 ₽,3000.0,
5b3765ff90404aba88798878cfb37973,высокие,Средний счёт:3000 ₽,3000.0,
e8c15e0b688849eea3e7b09d8c94854d,средние,Средний счёт:200–500 ₽,350.0,
cab0e73786bd4d698bb381033b9c95ca,выше среднего,Средний счёт:1200–1900 ₽,1550.0,
c3c08e7355734800b580f508cd7e15ca,выше среднего,Средний счёт:1200–1500 ₽,1350.0,
5dbefbc3682247dbaf66697cbadfc061,высокие,Средний счёт:1500–2000 ₽,1750.0,
fb256542bd924c69848b07164a4f52ec,средние,Средний счёт:600–900 ₽,750.0,
ace19b0593cd44e78356d9d4a6fbab25,высокие,Средний счёт:1500–2500 ₽,2000.0,
d63c2a2b28bf4fecba479d7848398f37,выше среднего,Средний счёт:1700 ₽,1700.0,
beca71cefd85451db496528fdf43456e,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
2495c18baeed40edb947e24a7f04d1c3,средние,Средний счёт:250–350 ₽,300.0,
a32a2768cd7f44109d6771dc8cc41012,средние,Средний счёт:250–500 ₽,375.0,
f43f0f8302704576b0b9a1d895e9a0e1,низкие,Средний счёт:250–280 ₽,265.0,
128e7733e5064eb7a3f3b61129a5674f,выше среднего,Средний счёт:от 1500 ₽,1500.0,
edef67bb0d7d4739abecab954e5a79c7,высокие,Средний счёт:1500–2000 ₽,1750.0,
1236892d43b0401c8a6bb8b2a180d660,выше среднего,Цена бокала пива:300–400 ₽,,
38158385236b4e4eb306e46376eeb320,выше среднего,Цена бокала пива:200–1100 ₽,,
f4e5e258563e4203b930b298c7054879,,Средний счёт:300–400 ₽,350.0,
4869319288004e91880f735db632fb86,средние,Средний счёт:200–500 ₽,350.0,
28bdc083c9584f2792561279ce1f76d9,средние,Средний счёт:500–600 ₽,550.0,
aedf524e6c1648bd94a3af566ff71bf1,средние,Средний счёт:700–1000 ₽,850.0,
04213c7967024d0484a1eade1ed3d0bb,средние,Средний счёт:от 350 ₽,350.0,
3321161287f148c096e72150f50a82a5,средние,Цена чашки капучино:239–274 ₽,,256.0
96370c18373b4a0baa125a302ffee7a9,,Цена чашки капучино:200–250 ₽,,225.0
756bd2c1c0fc47489038b5db255b6972,средние,Цена чашки капучино:239–274 ₽,,256.0
8688304f87db425bbc341609e95593dd,средние,Средний счёт:200–300 ₽,250.0,
612625a5659d4bd7aa75e47c92bdce80,высокие,Средний счёт:3000–4000 ₽,3500.0,
1ffcf21481c84f9dad107be6ce4f8ec1,выше среднего,Средний счёт:1500 ₽,1500.0,
9d527f1678164d3ebc3e7bf6505335ac,выше среднего,Средний счёт:1300–1500 ₽,1400.0,
c9d16706110b4f34b23d21784d76f3ac,средние,Средний счёт:200–300 ₽,250.0,
4f9179a1301f47e6af9a79e53c80d915,выше среднего,Средний счёт:1000–1500 ₽,1250.0,
8dacce6410774ec2967e333358915a3c,выше среднего,,,
f15195537a9a4be7831f511f9de4554c,,Цена чашки капучино:90–100 ₽,,95.0
2a2a1ec466064c2da30ef1c4b19f2de9,высокие,Средний счёт:от 5000 ₽,5000.0,
bdcf039d316e4939affea234567d629b,средние,Средний счёт:500–1500 ₽,1000.0,
de86bac8249145328be98dfb6ce345e7,средние,Средний счёт:500–1500 ₽,1000.0,
15dec4037ab64dea93f2c260f4ad8eb3,,Средний счёт:1000–1500 ₽,1250.0,
84fad7050479462dab877cf6c529487e,выше среднего,Средний счёт:700–1500 ₽,1100.0,
629a61ca1af7479e8f25020673e46f93,,Средний счёт:4000 ₽,4000.0,
f001afda99a34b7394738504b6710ea7,,Средний счёт:2600 ₽,2600.0,
39b51691d79f43c5abf4a81fc50a69e5,средние,Средний счёт:800–1000 ₽,900.0,
d5d7f985847443da9d073d9b082b2027,,Цена чашки капучино:60–100 ₽,,80.0
bbc4f4f276514c51826d4bf88774e703,средние,Средний счёт:700–1500 ₽,1100.0,
2935531d9a4240e3a97e9742b227b51b,средние,Цена чашки капучино:250 ₽,,250.0
5023dffd79c6426dbcf38522ed26bcf7,средние,Средний счёт:300 ₽,300.0,
7ffce52a5abc48e5b32e0b87237b1ea7,выше среднего,Средний счёт:от 1200 ₽,1200.0,
f1c23f80e63c4655ad011fb53a798424,выше среднего,Средний счёт:1330 ₽,1330.0,
40962101b94b472ea7a3f30664be75be,средние,Средний счёт:250–350 ₽,300.0,
cf50329d37c543a1980725655780bb26,средние,Средний счёт:300–400 ₽,350.0,
